"input_gene","RNA_assay","SCT_assay"
"Tmem143","Tmem143","Tmem143"
"Emp3","Emp3","Emp3"
"Abcc6","Abcc6","Abcc6"
"Nomo1","Nomo1","Nomo1"
"Kcnj11","Kcnj11","Kcnj11"
"Abcc8","Abcc8","Abcc8"
"Ush1c","Ush1c","Ush1c"
"Otog","Otog","Otog"
"Kcnc1","Kcnc1","Kcnc1"
"Sergef","Sergef","Sergef"
"Tph1","Tph1","Tph1"
"Saal1","Saa3","Saa3"
"Gtf2h1","Gtf2h1","Gtf2h1"
"Ldha","Ldha","Ldha"
"Ldhc","Ldhc",NA
"Tsg101","Tsg101","Tsg101"
"Uevld","Uevld","Uevld"
"LOC100911574","Misfa","Misfa"
"Spty2d1","Spty2d1","Spty2d1"
"Tmem86a","Tmem86a","Tmem86a"
"Ptpn5","Ptpn5","Ptpn5"
"Zdhhc13","Zdhhc13","Zdhhc13"
"Csrp3","Csrp3","Csrp3"
"E2f8","E2f8","E2f8"
"Nav2","Nav2","Nav2"
"Htatip2","Htatip2","Htatip2"
"Prmt3","Prmt3","Prmt3"
"Slc6a5","Slc6a5","Slc6a5"
"Nell1","Nell1","Nell1"
"Ano5","Ano5","Ano5"
"Slc17a6","Slc17a6","Slc17a6"
"Fancf","Fancf","Fancf"
"Gas2","Gas2","Gas2"
"Svip","Svip","Svip"
"Luzp2","Luzp2","Luzp2"
"Siglech","Siglech",NA
"Tubgcp5","Tubgcp5","Tubgcp5"
"Cyfip1","Cyfip1","Cyfip1"
"Nipa2","Nipa2","Nipa2"
"Nipa1","Nipa1","Nipa1"
"Herc2","Herc2","Herc2"
"Oca2","Oca2","Oca2"
"Gabrg3","Gabrg3","Gabrg3"
"Gabra5","Gabra5","Gabra5"
"Gabrb3","Gabrb3","Gabrb3"
"Atp10a","Atp10a","Atp10a"
"Ube3a","Ube3a","Ube3a"
"Ndn","Ndn","Ndn"
"Magel2","Magel2","Magel2"
"Mkrn3","Mkrn3","Mkrn3"
"Peg12","Peg12","Peg12"
"Chrna7","Chrna7","Chrna7"
"Otud7a","Otud7a","Otud7a"
"Klf13","Klf13","Klf13"
"Trpm1","Trpm1","Trpm1"
"Mtmr10","Mtmr10","Mtmr10"
"Fan1","Fan1","Fan1"
"Mphosph10","Mphosph10","Mphosph10"
"Mcee","Mcee","Mcee"
"Apba2","Apba2","Apba2"
"Tjp1","Tjp1","Tjp1"
"Tars3","Tarsl2","Tarsl2"
"Tm2d3","Tm2d3","Tm2d3"
"Pcsk6","Pcsk6","Pcsk6"
"Snrpa1","Snrpa1","Snrpa1"
"Selenos","Selenos","Selenos"
"Chsy1","Chsy1","Chsy1"
"Lrrk1","Lrrk1","Lrrk1"
"Aldh1a3","Aldh1a3","Aldh1a3"
"Asb7","Asb7","Asb7"
"Lins1","Lins1","Lins1"
"Cers3","Cers3",NA
"Adamts17","Adamts17","Adamts17"
"Lysmd4","Lysmd4","Lysmd4"
"Mef2a","Mef2a","Mef2a"
"Lrrc28","Lrrc28","Lrrc28"
"Ttc23","Ttc23","Ttc23"
"Synm","Synm","Synm"
"Igf1r","Igf1r","Igf1r"
"Pgpep1l","Pgpep1l","Pgpep1l"
"Fam169b","Fam169b","Fam169b"
"Arrdc4","Arrdc4","Arrdc4"
"Nr2f2","Nr2f2","Nr2f2"
"Mctp2","Mctp2","Mctp2"
"Rgma","Rgma","Rgma"
"Chd2","Chd2","Chd2"
"Fam174b","Fam174b","Fam174b"
"St8sia2","St8sia2",NA
"Slco3a1","Slco3a1","Slco3a1"
"Sv2b","Sv2b","Sv2b"
"Akap13","Akap13","Akap13"
"Klhl25","Klhl25","Klhl25"
"Agbl1","Agbl1",NA
"Ntrk3","Ntrk3","Ntrk3"
"Mrpl46","Mrpl46","Mrpl46"
"Mrps11","Mrps11","Mrps11"
"Det1","Det1","Det1"
"Aen","Aen","Aen"
"Isg20","Isg20","Isg20"
"Acan","Acan","Acan"
"Hapln3","Hapln3","Hapln3"
"Mfge8","Mfge8","Mfge8"
"Abhd2","Abhd2","Abhd2"
"Rlbp1","Rlbp1","Rlbp1"
"Fanci","Fanci","Fanci"
"Polg","Polg","Polg"
"Rhcg","Rhcg","Rhcg"
"Ticrr","Ticrr","Ticrr"
"Kif7","Kif7","Kif7"
"Plin1","Plin1",NA
"Pex11a","Pex11a","Pex11a"
"Wdr93","Wdr93","Wdr93"
"Mesp1","Mesp1","Mesp1"
"Mesp2","Mesp2","Mesp2"
"Anpep","Anpep","Anpep"
"Ap3s2","Ap3s2","Ap3s2"
"Arpin","Arpin","Arpin"
"Idh2","Idh2","Idh2"
"Sema4b","Sema4b","Sema4b"
"Cib1","Cib1","Cib1"
"Gdpgp1","Gdpgp1","Gdpgp1"
"Ttll13","Ttll13","Ttll13"
"Ngrn","Ngrn","Ngrn"
"Vps33b","Vps33b","Vps33b"
"Prc1","Prc1","Prc1"
"Rccd1","Rccd1","Rccd1"
"Unc45a","Unc45a","Unc45a"
"Hddc3","Hddc3","Hddc3"
"Man2a2","Man2a2","Man2a2"
"Fes","Fes","Fes"
"Furin","Furin","Furin"
"Blm","Blm","Blm"
"Crtc3","Crtc3","Crtc3"
"Iqgap1","Iqgap1","Iqgap1"
"Zscan2","Zscan2","Zscan2"
"Wdr73","Wdr73","Wdr73"
"Nmb","Nmb","Nmb"
"Sec11a","Sec11a","Sec11a"
"Zfp592","Zfp592","Zfp592"
"Alpk3","Alpk3","Alpk3"
"Slc28a1","Slc28a1","Slc28a1"
"Pde8a","Pde8a","Pde8a"
"Cpeb1","Cpeb1","Cpeb1"
"LOC100360933","BC048679","BC048679"
"Fsd2","Fsd2","Fsd2"
"Whamm","Whamm","Whamm"
"Homer2","Homer2","Homer2"
"Btbd1","Btbd1","Btbd1"
"Tm6sf1","Tm6sf1","Tm6sf1"
"Hdgfl3","Hdgfl3","Hdgfl3"
"Sh3gl3","Sh3gl3","Sh3gl3"
"Adamtsl3","Adamtsl3","Adamtsl3"
"Saxo2","Saxo2","Saxo2"
"Efl1","Efl1","Efl1"
"Mex3b","Mex3b","Mex3b"
"Tmc3","Tmc3",NA
"Stard5","Stard5","Stard5"
"Il16","Il16","Il16"
"Cfap161","Cfap161","Cfap161"
"Tlnrd1","Tlnrd1","Tlnrd1"
"Mesd","Mesd","Mesd"
"Cemip","Cemip","Cemip"
"Abhd17c","Abhd17c","Abhd17c"
"Arnt2","Arnt2","Arnt2"
"Fah","Fah","Fah"
"Zfand6","Zfand6","Zfand6"
"Folh1","Folh1","Folh1"
"Nox4","Nox4","Nox4"
"Tyr","Tyr","Tyr"
"Grm5","Grm5","Grm5"
"Ctsc","Ctsc","Ctsc"
"Rab38","Rab38","Rab38"
"Tmem135","Tmem135","Tmem135"
"Fzd4","Fzd4","Fzd4"
"Prss23","Prss23","Prss23"
"Me3","Me3","Me3"
"Ccdc81","Ccdc81","Ccdc81"
"Hikeshi","Hikeshi","Hikeshi"
"Eed","Eed","Eed"
"Picalm","Picalm","Picalm"
"Ccdc83","Ccdc83","Ccdc83"
"Sytl2","Sytl2","Sytl2"
"Ccdc89","Ccdc89","Ccdc89"
"Crebzf","Crebzf","Crebzf"
"Tmem126a","Tmem126a","Tmem126a"
"Tmem126b","Tmem126b","Tmem126b"
"Dlg2","Dlg2","Dlg2"
"Ccdc90b","Ccdc90b","Ccdc90b"
"Ankrd42","Ankrd42","Ankrd42"
"Pcf11","Pcf11","Pcf11"
"Rab30","Rab30","Rab30"
"Ddias","Ddias","Ddias"
"Prcp","Prcp","Prcp"
"Fam181b","Fam181b","Fam181b"
"Tenm4","Tenm4","Tenm4"
"Nars2","Nars2","Nars2"
"Gab2","Gab2","Gab2"
"Usp35","Usp35","Usp35"
"Kctd21","Kctd21","Kctd21"
"Alg8","Alg8","Alg8"
"Ndufc2","Ndufc2","Ndufc2"
"Thrsp","Thrsp","Thrsp"
"Kctd14","Kctd14","Kctd14"
"Ints4","Ints4","Ints4"
"Aamdc","Aamdc","Aamdc"
"Rsf1","Rsf1","Rsf1"
"Clns1a","Clns1a","Clns1a"
"Aqp11","Aqp11","Aqp11"
"Pak1","Pak1","Pak1"
"Gdpd4","Gdpd4","Gdpd4"
"Myo7a","Myo7a","Myo7a"
"Capn5","Capn5","Capn5"
"B3gnt6","B3gnt6","B3gnt6"
"Acer3","Acer3","Acer3"
"Tsku","Tsku","Tsku"
"Lrrc32","Lrrc32","Lrrc32"
"Emsy","Emsy","Emsy"
"Thap12","Thap12","Thap12"
"Wnt11","Wnt11","Wnt11"
"Uvrag","Uvrag","Uvrag"
"Dgat2","Dgat2","Dgat2"
"Mogat2","Mogat2","Mogat2"
"Map6","Map6","Map6"
"Serpinh1","Serpinh1","Serpinh1"
"Gdpd5","Gdpd5","Gdpd5"
"Klhl35","Klhl35","Klhl35"
"Arrb1","Arrb1","Arrb1"
"Tpbgl","Tpbgl","Tpbgl"
"Slco2b1","Slco2b1","Slco2b1"
"Olr35","Or2at4","Or2at4"
"Neu3","Neu3","Neu3"
"Spcs2","Spcs2","Spcs2"
"Xrra1","Xrra1","Xrra1"
"Rnf169","Rnf169","Rnf169"
"Chrdl2","Chrdl2","Chrdl2"
"Pold3","Pold3","Pold3"
"Lipt2","Lipt2","Lipt2"
"Pgm2l1","Pgm2l1","Pgm2l1"
"P4ha3","P4ha3","P4ha3"
"Ppme1","Ppme1","Ppme1"
"C2cd3","C2cd3","C2cd3"
"Ucp3","Ucp3","Ucp3"
"Ucp2","Ucp2","Ucp2"
"Dnajb13","Dnajb13","Dnajb13"
"Coa4","Coa4","Coa4"
"Mrpl48","Mrpl48","Mrpl48"
"Rab6a","Rab6a","Rab6a"
"Plekhb1","Plekhb1","Plekhb1"
"Fam168a","Fam168a","Fam168a"
"Relt","Relt","Relt"
"Arhgef17","Arhgef17","Arhgef17"
"P2ry6","P2ry6","P2ry6"
"P2ry2","P2ry2","P2ry2"
"Fchsd2","Fchsd2","Fchsd2"
"Atg16l2","Atg16l2","Atg16l2"
"Stard10","Stard10","Stard10"
"Arap1","Arap1","Arap1"
"Pde2a","Pde2a","Pde2a"
"Clpb","Clpb","Clpb"
"Phox2a","Phox2a","Phox2a"
"Inppl1","Inppl1","Inppl1"
"Folr2","Folr2","Folr2"
"Folr1","Folr1","Folr1"
"Anapc15","Anapc15","Anapc15"
"Lrrc51","Lrrc51","Lrrc51"
"Numa1","Numa1","Numa1"
"Il18bp","Il18bp","Il18bp"
"Rnf121","Rnf121","Rnf121"
"Art5","Art5","Art5"
"Art1","Art1","Art1"
"Chrna10","Chrna10","Chrna10"
"Nup98","Nup98","Nup98"
"Pgap2","Pgap2","Pgap2"
"Rhog","Rhog","Rhog"
"Stim1","Stim1","Stim1"
"Rrm1","Rrm1","Rrm1"
"Trim21","Trim21","Trim21"
"Trim68","Trim68","Trim68"
"Olr59","Or51e2","Or51e2"
"Trim6","Trim6",NA
"Cnga4","Cnga4","Cnga4"
"Cckbr","Cckbr","Cckbr"
"Cavin3","Cavin3","Cavin3"
"Smpd1","Smpd1","Smpd1"
"Apbb1","Apbb1","Apbb1"
"Hpx","Hpx","Hpx"
"Trim3","Trim3","Trim3"
"Arfip2","Arfip2","Arfip2"
"Dnhd1","Dnhd1","Dnhd1"
"Rrp8","Rrp8","Rrp8"
"Ilk","Ilk","Ilk"
"Taf10","Taf10","Taf10"
"Tpp1","Tpp1","Tpp1"
"Dchs1","Dchs1","Dchs1"
"Mrpl17","Mrpl17","Mrpl17"
"Syt9","Syt9","Syt9"
"Olfml1","Olfml1","Olfml1"
"Ppfibp2","Ppfibp2","Ppfibp2"
"Cyb5r2","Cyb5r2","Cyb5r2"
"Nlrp10","Nlrp10","Nlrp10"
"Eif3f","Eif3f","Eif3f"
"Tub","Tub","Tub"
"Ric3","Ric3","Ric3"
"Lmo1","Lmo1","Lmo1"
"Stk33","Stk33","Stk33"
"Trim66","Trim66","Trim66"
"LOC120100352","Gm24888","Gm24888"
"Dennd2b","Dennd2b","Dennd2b"
"Akip1","Akip1","Akip1"
"Nrip3","Nrip3","Nrip3"
"Scube2","Scube2","Scube2"
"Dennd5a","Dennd5a","Dennd5a"
"Tmem41b","Tmem41b","Tmem41b"
"Ipo7","Ipo7","Ipo7"
"Zfp143","Zfp143","Zfp143"
"Wee1","Wee1","Wee1"
"Swap70","Swap70","Swap70"
"Sbf2","Sbf2","Sbf2"
"Adm","Adm","Adm"
"Ampd3","Ampd3","Ampd3"
"rnf141","Rnf141","Rnf141"
"Irag1","Irag1","Irag1"
"Ctr9","Ctr9","Ctr9"
"Eif4g2","Eif4g2","Eif4g2"
"Galnt18","Galnt18","Galnt18"
"Usp47","Usp47","Usp47"
"Dkk3","Dkk3","Dkk3"
"Mical2","Mical2","Mical2"
"Parva","Parva","Parva"
"Tead1","Tead1","Tead1"
"Rassf10","Rassf10","Rassf10"
"Btbd10","Btbd10","Btbd10"
"Far1","Far1","Far1"
"Spon1","Spon1","Spon1"
"Rras2","Rras2","Rras2"
"Copb1","Copb1","Copb1"
"Psma1","Psma1","Psma1"
"Pde3b","Pde3b","Pde3b"
"Cyp2r1","Cyp2r1","Cyp2r1"
"Calca","Calca","Calca"
"Insc","Insc","Insc"
"Sox6","Sox6","Sox6"
"Plekha7","Plekha7","Plekha7"
"Rps13","Rps13","Rps13"
"Pik3c2a","Pik3c2a","Pik3c2a"
"Nucb2","Nucb2","Nucb2"
"Xylt1","Xylt1","Xylt1"
"Rps15a","Rps15a","Rps15a"
"Arl6ip1","Arl6ip1","Arl6ip1"
"Smg1","Smg1","Smg1"
"Syt17","Syt17","Syt17"
"Itpripl2","Itpripl2","Itpripl2"
"Coq7","Coq7","Coq7"
"Tmc7","Tmc7","Tmc7"
"Tmc5","Tmc5","Tmc5"
"Gde1","Gde1","Gde1"
"Ccp110","Ccp110","Ccp110"
"Vps35l","Vps35l","Vps35l"
"Knop1","Knop1","Knop1"
"Iqck","Iqck","Iqck"
"Gprc5b","Gprc5b","Gprc5b"
"Gp2","Gp2","Gp2"
"Umod","Umod","Umod"
"Pdilt","Pdilt","Pdilt"
"Acsm5","Acsm5","Acsm5"
"Thumpd1","Thumpd1","Thumpd1"
"Acsm3","Acsm3","Acsm3"
"Eri2","Eri2","Eri2"
"Rexo5","Rexo5","Rexo5"
"Dcun1d3","Dcun1d3","Dcun1d3"
"Lyrm1","Lyrm1","Lyrm1"
"Dnah3","Dnah3","Dnah3"
"Anks4b","Anks4b","Anks4b"
"Crym","Crym","Crym"
"Abca16","Abca16","Abca16"
"Uqcrc2","Uqcrc2","Uqcrc2"
"Pdzd9","Pdzd9","Pdzd9"
"Mosmo","Mosmo","Mosmo"
"Vwa3a","Vwa3a","Vwa3a"
"Sdr42e2","Gm5737","Gm5737"
"Eef2k","Eef2k","Eef2k"
"Polr3e","Polr3e","Polr3e"
"Cdr2","Cdr2","Cdr2"
"LOC691551","Mfsd13b","Mfsd13b"
"Mettl9","Mettl9","Mettl9"
"Igsf6","Igsf6","Igsf6"
"Otoa","Otoa","Otoa"
"Hs3st2","Hs3st2","Hs3st2"
"Usp31","Usp31","Usp31"
"Scnn1g","Scnn1g","Scnn1g"
"Cog7","Cog7","Cog7"
"Gga2","Gga2","Gga2"
"Ears2","Ears2","Ears2"
"Ubfd1","Ubfd1","Ubfd1"
"Ndufab1","Ndufab1","Ndufab1"
"Palb2","Palb2","Palb2"
"Dctn5","Dctn5","Dctn5"
"Plk1","Plk1","Plk1"
"Chp2","Chp2","Chp2"
"Prkcb","Prkcb","Prkcb"
"Cacng3","Cacng3","Cacng3"
"Rbbp6","Rbbp6","Rbbp6"
"Tnrc6a","Tnrc6a","Tnrc6a"
"Slc5a11","Slc5a11","Slc5a11"
"Arhgap17","Arhgap17","Arhgap17"
"Lcmt1","Lcmt1","Lcmt1"
"Aqp8","Aqp8",NA
"Zkscan2","Zkscan2","Zkscan2"
"Hs3st4","Hs3st4","Hs3st4"
"Kdm8","Kdm8","Kdm8"
"Nsmce1","Nsmce1","Nsmce1"
"Il4r","Il4ra","Il4ra"
"Il21r","Il21r","Il21r"
"Gtf3c1","Gtf3c1","Gtf3c1"
"Katnip","Katnip","Katnip"
"Gsg1l","Gsg1l","Gsg1l"
"Xpo6","Xpo6","Xpo6"
"Sbk1","Sbk1","Sbk1"
"Lat","Lat","Lat"
"Spns1","Spns1","Spns1"
"Nfatc2ip","Nfatc2ip","Nfatc2ip"
"Cd19","Cd19",NA
"Rabep2","Rabep2","Rabep2"
"Atp2a1","Atp2a1","Atp2a1"
"Sh2b1","Sh2b1","Sh2b1"
"Tufm","Tufm","Tufm"
"Atxn2l","Atxn2l","Atxn2l"
"Eif3c","Eif3c","Eif3c"
"Cln3","Cln3","Cln3"
"Apobr","Apobr","Apobr"
"Il27","Il27","Il27"
"Sgf29","Sgf29","Sgf29"
"Sult1a1","Sult1a1","Sult1a1"
"Slx1b","Slx1b","Slx1b"
"Coro1a","Coro1a","Coro1a"
"Mapk3","Mapk3","Mapk3"
"Gdpd3","Gdpd3","Gdpd3"
"Ypel3","Ypel3","Ypel3"
"Tbx6","Tbx6","Tbx6"
"Ppp4c","Ppp4c","Ppp4c"
"Tlcd3b","Tlcd3b","Tlcd3b"
"Doc2a","Doc2a","Doc2a"
"Ino80e","Ino80e","Ino80e"
"Hirip3","Hirip3","Hirip3"
"Taok2","Taok2","Taok2"
"Tmem219","Tmem219","Tmem219"
"Kctd13","Kctd13","Kctd13"
"Asphd1","Asphd1","Asphd1"
"Sez6l2","Sez6l2","Sez6l2"
"LOC102552638","Cdiptos",NA
"Cdipt","Cdipt","Cdipt"
"Mvp","Mvp","Mvp"
"Prrt2","Prrt2","Prrt2"
"Maz","Maz","Maz"
"Kif22","Kif22","Kif22"
"Zg16","Zg16","Zg16"
"Qprt","Qprt","Qprt"
"Cd2bp2","Cd2bp2","Cd2bp2"
"Tbc1d10b","Tbc1d10b","Tbc1d10b"
"Septin1","Septin1","Septin1"
"Znf48","Zfp553","Zfp553"
"Zfp771","Zfp771","Zfp771"
"Dctpp1","Dctpp1","Dctpp1"
"Sephs2","Sephs2","Sephs2"
"Itgal","Itgal","Itgal"
"Znf768","Zfp768","Zfp768"
"LOC102554302","Zfp688","Zfp688"
"Prr14","Prr14","Prr14"
"Fbrs","Fbrs","Fbrs"
"Srcap","Srcap","Srcap"
"Phkg2","Phkg2","Phkg2"
"Rnf40","Rnf40","Rnf40"
"Bcl7c","Bcl7c","Bcl7c"
"Ctf1","Ctf1","Ctf1"
"Fbxl19","Fbxl19","Fbxl19"
"Orai3","Orai3","Orai3"
"Hsd3b7","Hsd3b7","Hsd3b7"
"Stx1b","Stx1b","Stx1b"
"Stx4","Stx4a","Stx4a"
"Zfp668","Zfp668","Zfp668"
"Zfp646","Zfp646","Zfp646"
"Prss53","Prss53","Prss53"
"Vkorc1","Vkorc1","Vkorc1"
"Prss8","Prss8","Prss8"
"Prss36","Prss36","Prss36"
"Pycard","Pycard","Pycard"
"Trim72","Trim72","Trim72"
"Itgax","Itgax","Itgax"
"Cox6a2","Cox6a2","Cox6a2"
"Armc5","Armc5","Armc5"
"Tgfb1i1","Tgfb1i1","Tgfb1i1"
"Rusf1","Rusf1","Rusf1"
"Ahsp","Ahsp","Ahsp"
"Rgs10","Rgs10","Rgs10"
"Tial1","Tial1","Tial1"
"Bag3","Bag3","Bag3"
"Inpp5f","Inpp5f","Inpp5f"
"Mcmbp","Mcmbp","Mcmbp"
"Sec23ip","Sec23ip","Sec23ip"
"Plpp4","Plpp4","Plpp4"
"Wdr11","Wdr11","Wdr11"
"Fgfr2","Fgfr2","Fgfr2"
"Ate1","Ate1","Ate1"
"Nsmce4a","Nsmce4a","Nsmce4a"
"Tacc2","Tacc2","Tacc2"
"Btbd16","Btbd16","Btbd16"
"Plekha1","Plekha1","Plekha1"
"Htra1","Htra1","Htra1"
"Cuzd1","Cuzd1","Cuzd1"
"Pstk","Pstk","Pstk"
"Ikzf5","Ikzf5","Ikzf5"
"Acadsb","Acadsb","Acadsb"
"Bub3","Bub3","Bub3"
"Gpr26","Gpr26","Gpr26"
"Cpxm2","Cpxm2","Cpxm2"
"Chst15","Chst15","Chst15"
"Oat","Oat","Oat"
"Lhpp","Lhpp","Lhpp"
"Abraxas2","Abraxas2","Abraxas2"
"Zranb1","Zranb1","Zranb1"
"Ctbp2","Ctbp2","Ctbp2"
"Edrf1","Edrf1","Edrf1"
"Uros","Uros","Uros"
"Bccip","Bccip","Bccip"
"Dhx32","Dhx32","Dhx32"
"Fank1","Fank1","Fank1"
"Adam12","Adam12","Adam12"
"LOC100302465","D7Ertd443e","D7Ertd443e"
"Insyn2a","Insyn2a","Insyn2a"
"Ptpre","Ptpre","Ptpre"
"Mki67","Mki67","Mki67"
"Mgmt","Mgmt","Mgmt"
"Ebf3","Ebf3","Ebf3"
"Glrx3","Glrx3","Glrx3"
"Tcerg1l","Tcerg1l","Tcerg1l"
"Mapk1ip1","Mapk1ip1","Mapk1ip1"
"Ppp2r2d","Ppp2r2d","Ppp2r2d"
"Bnip3","Bnip3","Bnip3"
"Jakmip3","Jakmip3","Jakmip3"
"Dpysl4","Dpysl4","Dpysl4"
"Stk32c","Stk32c","Stk32c"
"Lrrc27","Lrrc27","Lrrc27"
"Pwwp2b","Pwwp2b","Pwwp2b"
"Inpp5a","Inpp5a","Inpp5a"
"Nkx6-2","Nkx6-2","Nkx6-2"
"Cfap46","Cfap46","Cfap46"
"Adgra1","Adgra1","Adgra1"
"Kndc1","Kndc1","Kndc1"
"Utf1","Utf1","Utf1"
"LOC103691261","Spef1l","Spef1l"
"Adam8","Adam8","Adam8"
"Tubgcp2","Tubgcp2","Tubgcp2"
"Zfp511","Zfp511","Zfp511"
"Msx3","Msx3","Msx3"
"Caly","Caly","Caly"
"Prap1","Prap1","Prap1"
"Fuom","Fuom","Fuom"
"Echs1","Echs1","Echs1"
"Paox","Paox","Paox"
"Mtg1","Mtg1","Mtg1"
"Sprn","Sprn","Sprn"
"LOC120093064","Scart2","Scart2"
"Cyp2e1","Cyp2e1","Cyp2e1"
"Syce1","Syce1","Syce1"
"RGD1309350","Urah","Urah"
"Scgb1c1","Scgb1c1","Scgb1c1"
"Ric8a","Ric8a","Ric8a"
"Sirt3","Sirt3","Sirt3"
"Psmd13","Psmd13","Psmd13"
"Nlrp6","Nlrp6",NA
"Pgghg","Pgghg","Pgghg"
"Ifitm5","Ifitm5","Ifitm5"
"Ifitm2","Ifitm2","Ifitm2"
"Ifitm3","Ifitm3","Ifitm3"
"Ifitm6","Ifitm6","Ifitm6"
"B4galnt4","B4galnt4","B4galnt4"
"Pkp3","Pkp3","Pkp3"
"Sigirr","Sigirr","Sigirr"
"Ano9","Ano9",NA
"Ptdss2","Ptdss2","Ptdss2"
"Rnh1","Rnh1","Rnh1"
"Lrrc56","Lrrc56","Lrrc56"
"Lmntd2","Lmntd2","Lmntd2"
"Rassf7","Rassf7","Rassf7"
"Phrf1","Phrf1","Phrf1"
"Irf7","Irf7","Irf7"
"Cdhr5","Cdhr5","Cdhr5"
"Sct","Sct","Sct"
"Drd4","Drd4","Drd4"
"Deaf1","Deaf1","Deaf1"
"Tmem80","Tmem80","Tmem80"
"Eps8l2","Eps8l2","Eps8l2"
"Taldo1","Taldo1","Taldo1"
"Gatd1","Gatd1","Gatd1"
"Cend1","Cend1","Cend1"
"Slc25a22","Slc25a22","Slc25a22"
"Pidd1","Pidd1","Pidd1"
"Pnpla2","Pnpla2","Pnpla2"
"Cracr2b","Cracr2b","Cracr2b"
"Cd151","Cd151","Cd151"
"Tspan4","Tspan4","Tspan4"
"Chid1","Chid1","Chid1"
"Ap2a2","Ap2a2","Ap2a2"
"Muc6","Muc6",NA
"Muc2","Muc2","Muc2"
"Tollip","Tollip","Tollip"
"Brsk2","Brsk2","Brsk2"
"Mob2","Mob2","Mob2"
"Dusp8","Dusp8","Dusp8"
"Ifitm10","Ifitm10","Ifitm10"
"Ctsd","Ctsd","Ctsd"
"Syt8","Syt8","Syt8"
"Tnni2","Tnni2","Tnni2"
"Lsp1","Lsp1","Lsp1"
"Tnnt3","Tnnt3","Tnnt3"
"Mrpl23","Mrpl23","Mrpl23"
"Igf2","Igf2","Igf2"
"Ins2","Ins2","Ins2"
"Th","Th","Th"
"Ascl2","Ascl2","Ascl2"
"Tspan32","Tspan32","Tspan32"
"Cd81","Cd81","Cd81"
"Tssc4","Tssc4","Tssc4"
"Trpm5","Trpm5","Trpm5"
"Kcnq1","Kcnq1","Kcnq1"
"Cdkn1c","Cdkn1c","Cdkn1c"
"Slc22a18","Slc22a18","Slc22a18"
"Phlda2","Phlda2","Phlda2"
"Nap1l4","Nap1l4","Nap1l4"
"Cars","Cars","Cars"
"Tnfrsf26","Tnfrsf26","Tnfrsf26"
"Osbpl5","Osbpl5","Osbpl5"
"Mrgpre","Mrgpre","Mrgpre"
"Nadsyn1","Nadsyn1","Nadsyn1"
"Dhcr7","Dhcr7","Dhcr7"
"LOC102552318","Acte1",NA
"Shank2","Shank2","Shank2"
"Cttn","Cttn","Cttn"
"Ppfia1","Ppfia1","Ppfia1"
"Ano1","Ano1","Ano1"
"Lto1","LTO1","LTO1"
"Ccnd1","Ccnd1","Ccnd1"
"Tpcn2","Tpcn2","Tpcn2"
"Mrgprf","Mrgprf","Mrgprf"
"Ighmbp2","Ighmbp2","Ighmbp2"
"Mrpl21","Mrpl21","Mrpl21"
"Cpt1a","Cpt1a","Cpt1a"
"Tesmin","Tesmin","Tesmin"
"Gal","Gal","Gal"
"Ppp6r3","Ppp6r3","Ppp6r3"
"Lrp5","Lrp5","Lrp5"
"RGD1311946","1810055G02Rik","1810055G02Rik"
"Kmt5b","Kmt5b","Kmt5b"
"Chka","Chka","Chka"
"Tcirg1","Tcirg1","Tcirg1"
"Ndufs8","Ndufs8","Ndufs8"
"Aldh3b1","Aldh3b1","Aldh3b1"
"Unc93b1","Unc93b1","Unc93b1"
"Aldh3b2","Aldh3b2","Aldh3b2"
"Acy3","Acy3","Acy3"
"Tbx10","Tbx10","Tbx10"
"Nudt8","Nudt8","Nudt8"
"Doc2g","Doc2g","Doc2g"
"Ndufv1","Ndufv1","Ndufv1"
"Cabp2","Cabp2","Cabp2"
"Cdk2ap2","Cdk2ap2","Cdk2ap2"
"Pitpnm1","Pitpnm1","Pitpnm1"
"Aip","Aip","Aip"
"Tmem134","Tmem134","Tmem134"
"Cabp4","Cabp4","Cabp4"
"Coro1b","Coro1b","Coro1b"
"Ptprcap","Ptprcap","Ptprcap"
"Rps6kb2","Rps6kb2","Rps6kb2"
"Carns1","Carns1","Carns1"
"Tbc1d10c","Tbc1d10c","Tbc1d10c"
"Ppp1ca","Ppp1ca","Ppp1ca"
"Rad9a","Rad9a","Rad9a"
"Clcf1","Clcf1","Clcf1"
"Pold4","Pold4","Pold4"
"Ssh3","Ssh3","Ssh3"
"Ankrd13d","Ankrd13d","Ankrd13d"
"Grk2","Grk2","Grk2"
"Kdm2a","Kdm2a","Kdm2a"
"Rhod","Rhod","Rhod"
"Syt12","Syt12","Syt12"
"LOC689065","2010003K11Rik","2010003K11Rik"
"Pc","Pcx","Pcx"
"Lrfn4","Lrfn4","Lrfn4"
"Rce1","Rce1","Rce1"
"Sptbn2","Sptbn2","Sptbn2"
"Rbm4b","Rbm4b","Rbm4b"
"Rbm14","Rbm14","Rbm14"
"Ccs","Ccs","Ccs"
"Ctsf","Ctsf","Ctsf"
"Actn3","Actn3","Actn3"
"Zdhhc24","Zdhhc24","Zdhhc24"
"Bbs1","Bbs1","Bbs1"
"Dpp3","Dpp3","Dpp3"
"Peli3","Peli3","Peli3"
"mrpl11","Mrpl11","Mrpl11"
"Npas4","Npas4","Npas4"
"Slc29a2","Slc29a2","Slc29a2"
"B4gat1","B4gat1","B4gat1"
