"input_gene","RNA_assay","SCT_assay"
"Mcee","MCEE","MCEE"
"Apba2","APBA2","APBA2"
"Tjp1","TJP1","TJP1"
"Tars3","TARS3","TARS3"
"Tm2d3","TM2D3","TM2D3"
"Pcsk6","PCSK6","PCSK6"
"Snrpa1","SNRPA1","SNRPA1"
"Selenos","SELENOS","SELENOS"
"Chsy1","CHSY1","CHSY1"
"Lrrk1","LRRK1","LRRK1"
"Aldh1a3","ALDH1A3","ALDH1A3"
"Asb7","ASB7","ASB7"
"Lins1","LINS1","LINS1"
"Cers3","CERS3",NA
"Adamts17","ADAMTS17","ADAMTS17"
"Lysmd4","LYSMD4","LYSMD4"
"Mef2a","MEF2A","MEF2A"
"Lrrc28","LRRC28","LRRC28"
"Ttc23","TTC23","TTC23"
"Synm","SYNM","SYNM"
"Igf1r","IGF1R","IGF1R"
"Pgpep1l","PGPEP1L","PGPEP1L"
"Arrdc4","ARRDC4","ARRDC4"
"Nr2f2","NR2F2","NR2F2"
"Mctp2","MCTP2","MCTP2"
"Rgma","RGMA","RGMA"
"Chd2","CHD2","CHD2"
"Fam174b","FAM174B","FAM174B"
"St8sia2","ST8SIA2",NA
"Slco3a1","SLCO3A1","SLCO3A1"
"Sv2b","SV2B","SV2B"
"Akap13","AKAP13","AKAP13"
"Klhl25","KLHL25","KLHL25"
"Agbl1","AGBL1",NA
"Ntrk3","NTRK3","NTRK3"
"Mrpl46","MRPL46","MRPL46"
"Mrps11","MRPS11","MRPS11"
"Det1","DET1","DET1"
"Aen","AEN","AEN"
"Isg20","ISG20","ISG20"
"Acan","ACAN","ACAN"
"Hapln3","HAPLN3","HAPLN3"
"Mfge8","MFGE8","MFGE8"
"Abhd2","ABHD2","ABHD2"
"Rlbp1","RLBP1","RLBP1"
"Fanci","FANCI","FANCI"
"Polg","POLG","POLG"
"Rhcg","RHCG","RHCG"
"Ticrr","TICRR","TICRR"
"Kif7","KIF7","KIF7"
"Plin1","PLIN1",NA
"Pex11a","PEX11A","PEX11A"
"Wdr93","WDR93","WDR93"
"Mesp1","MESP1","MESP1"
"Mesp2","MESP2","MESP2"
"Anpep","ANPEP","ANPEP"
"Ap3s2","AP3S2","AP3S2"
"Arpin","ARPIN","ARPIN"
"Zfp710","ZNF710","ZNF710"
"Idh2","IDH2","IDH2"
"Sema4b","SEMA4B","SEMA4B"
"Cib1","CIB1","CIB1"
"Gdpgp1","GDPGP1","GDPGP1"
"Ttll13","TTLL13","TTLL13"
"Ngrn","NGRN","NGRN"
"Vps33b","VPS33B","VPS33B"
"Prc1","PRC1","PRC1"
"Rccd1","RCCD1","RCCD1"
"Unc45a","UNC45A","UNC45A"
"Hddc3","HDDC3","HDDC3"
"Man2a2","MAN2A2","MAN2A2"
"Fes","FES","FES"
"Furin","FURIN","FURIN"
"Blm","BLM","BLM"
"Crtc3","CRTC3","CRTC3"
"Iqgap1","IQGAP1","IQGAP1"
"Zscan2","ZSCAN2","ZSCAN2"
"Wdr73","WDR73","WDR73"
"Nmb","NMB","NMB"
"Sec11a","SEC11A","SEC11A"
"Zfp592","ZNF592","ZNF592"
"Alpk3","ALPK3","ALPK3"
"Slc28a1","SLC28A1","SLC28A1"
"Pde8a","PDE8A","PDE8A"
"Cpeb1","CPEB1","CPEB1"
"Fsd2","FSD2","FSD2"
"Whamm","WHAMM","WHAMM"
"Homer2","HOMER2","HOMER2"
"Btbd1","BTBD1","BTBD1"
"Tm6sf1","TM6SF1","TM6SF1"
"Hdgfl3","HDGFL3","HDGFL3"
"Sh3gl3","SH3GL3","SH3GL3"
"Adamtsl3","ADAMTSL3","ADAMTSL3"
"Saxo2","SAXO2","SAXO2"
"Efl1","EFL1","EFL1"
"Mex3b","MEX3B","MEX3B"
"Tmc3","TMC3",NA
"Stard5","STARD5","STARD5"
"Il16","IL16","IL16"
"Cfap161","CFAP161","CFAP161"
"Tlnrd1","TLNRD1","TLNRD1"
"Mesd","MESD","MESD"
"Cemip","CEMIP","CEMIP"
"Abhd17c","ABHD17C","ABHD17C"
"Arnt2","ARNT2","ARNT2"
"Fah","FAH","FAH"
"Zfand6","ZFAND6","ZFAND6"
"Folh1","FOLH1","FOLH1"
"Nox4","NOX4","NOX4"
"Tyr","TYR","TYR"
"Grm5","GRM5","GRM5"
"Ctsc","CTSC","CTSC"
"Rab38","RAB38","RAB38"
"Tmem135","TMEM135","TMEM135"
"Fzd4","FZD4","FZD4"
"Prss23","PRSS23","PRSS23"
"Me3","ME3","ME3"
"Ccdc81","CCDC81","CCDC81"
"Hikeshi","HIKESHI","HIKESHI"
"Eed","EED","EED"
"Picalm","PICALM","PICALM"
"Ccdc83","CCDC83","CCDC83"
"Sytl2","SYTL2","SYTL2"
"Ccdc89","CCDC89","CCDC89"
"Crebzf","CREBZF","CREBZF"
"Tmem126a","TMEM126A","TMEM126A"
"Tmem126b","TMEM126B","TMEM126B"
"Dlg2","DLG2","DLG2"
"Ccdc90b","CCDC90B","CCDC90B"
"Ankrd42","ANKRD42","ANKRD42"
"Pcf11","PCF11","PCF11"
"Rab30","RAB30","RAB30"
"Ddias","DDIAS","DDIAS"
"Prcp","PRCP","PRCP"
"Fam181b","FAM181B","FAM181B"
"Tenm4","TENM4","TENM4"
"Nars2","NARS2","NARS2"
"Gab2","GAB2","GAB2"
"Usp35","USP35","USP35"
"Kctd21","KCTD21","KCTD21"
"Alg8","ALG8","ALG8"
"Ndufc2","NDUFC2","NDUFC2"
"Thrsp","THRSP","THRSP"
"Kctd14","KCTD14","KCTD14"
"Ints4","INTS4","INTS4"
"Aamdc","AAMDC","AAMDC"
"Rsf1","RSF1","RSF1"
"Clns1a","CLNS1A","CLNS1A"
"Aqp11","AQP11","AQP11"
"Pak1","PAK1","PAK1"
"Gdpd4","GDPD4","GDPD4"
"Myo7a","MYO7A","MYO7A"
"Capn5","CAPN5","CAPN5"
"B3gnt6","B3GNT6","B3GNT6"
"Acer3","ACER3","ACER3"
"Tsku","TSKU","TSKU"
"Lrrc32","LRRC32","LRRC32"
"Emsy","EMSY","EMSY"
"Wnt11","WNT11","WNT11"
"Uvrag","UVRAG","UVRAG"
"Dgat2","DGAT2","DGAT2"
"Mogat2","MOGAT2","MOGAT2"
"Map6","MAP6","MAP6"
"Serpinh1","SERPINH1","SERPINH1"
"Gdpd5","GDPD5","GDPD5"
"Klhl35","KLHL35","KLHL35"
"Arrb1","ARRB1","ARRB1"
"Tpbgl","TPBGL","TPBGL"
"Slco2b1","SLCO2B1","SLCO2B1"
"Olr35","OR2AT4","OR2AT4"
"Neu3","NEU3","NEU3"
"Spcs2","SPCS2","SPCS2"
"Xrra1","XRRA1","XRRA1"
"Rnf169","RNF169","RNF169"
"Chrdl2","CHRDL2","CHRDL2"
"Lipt2","LIPT2","LIPT2"
"Pgm2l1","PGM2L1","PGM2L1"
"P4ha3","P4HA3","P4HA3"
"Ppme1","PPME1","PPME1"
"C2cd3","C2CD3","C2CD3"
"Ucp3","UCP3","UCP3"
"Ucp2","UCP2","UCP2"
"Dnajb13","DNAJB13","DNAJB13"
"Coa4","COA4","COA4"
"Mrpl48","MRPL48","MRPL48"
"Rab6a","RAB6A","RAB6A"
"Plekhb1","PLEKHB1","PLEKHB1"
"Fam168a","FAM168A","FAM168A"
"Relt","RELT","RELT"
"Arhgef17","ARHGEF17","ARHGEF17"
"P2ry6","P2RY6","P2RY6"
"P2ry2","P2RY2","P2RY2"
"Fchsd2","FCHSD2","FCHSD2"
"Atg16l2","ATG16L2","ATG16L2"
"Stard10","STARD10","STARD10"
"Arap1","ARAP1","ARAP1"
"Pde2a","PDE2A","PDE2A"
"Clpb","CLPB","CLPB"
"Phox2a","PHOX2A","PHOX2A"
"Inppl1","INPPL1","INPPL1"
"Folr2","FOLR2","FOLR2"
"Folr1","FOLR1","FOLR1"
"Anapc15","ANAPC15","ANAPC15"
"Lrrc51","LRRC51","LRRC51"
"Numa1","NUMA1","NUMA1"
"Il18bp","IL18BP","IL18BP"
"Rnf121","RNF121","RNF121"
"Art5","ART5","ART5"
"Art1","ART1","ART1"
"Chrna10","CHRNA10","CHRNA10"
"Nup98","NUP98","NUP98"
"Pgap2","PGAP2","PGAP2"
"Rhog","RHOG","RHOG"
"Stim1","STIM1","STIM1"
"Rrm1","RRM1","RRM1"
"Trim21","TRIM21","TRIM21"
"Trim68","TRIM68","TRIM68"
"Olr59","OR51E2","OR51E2"
"Trim6","TRIM6",NA
"Trim34","TRIM34","TRIM34"
"Cnga4","CNGA4","CNGA4"
"Cckbr","CCKBR","CCKBR"
"Cavin3","CAVIN3","CAVIN3"
"Smpd1","SMPD1","SMPD1"
"Apbb1","APBB1","APBB1"
"Hpx","HPX","HPX"
"Trim3","TRIM3","TRIM3"
"Arfip2","ARFIP2","ARFIP2"
"Timm10b","TIMM10B","TIMM10B"
"Dnhd1","DNHD1","DNHD1"
"Rrp8","RRP8","RRP8"
"Ilk","ILK","ILK"
"Taf10","TAF10","TAF10"
"Tpp1","TPP1","TPP1"
"Dchs1","DCHS1","DCHS1"
"Mrpl17","MRPL17","MRPL17"
"Syt9","SYT9","SYT9"
"Olfml1","OLFML1","OLFML1"
"Ppfibp2","PPFIBP2","PPFIBP2"
"Cyb5r2","CYB5R2","CYB5R2"
"Nlrp10","NLRP10","NLRP10"
"Eif3f","EIF3F","EIF3F"
"Tub","TUB","TUB"
"Ric3","RIC3","RIC3"
"Lmo1","LMO1","LMO1"
"Stk33","STK33","STK33"
"Trim66","TRIM66","TRIM66"
"Dennd2b","DENND2B","DENND2B"
"Akip1","AKIP1","AKIP1"
"Nrip3","NRIP3","NRIP3"
"Scube2","SCUBE2","SCUBE2"
"Dennd5a","DENND5A","DENND5A"
"Tmem41b","TMEM41B","TMEM41B"
"Ipo7","IPO7","IPO7"
"Zfp143","ZNF143","ZNF143"
"Wee1","WEE1","WEE1"
"Swap70","SWAP70","SWAP70"
"Sbf2","SBF2","SBF2"
"Adm","ADM","ADM"
"Ampd3","AMPD3","AMPD3"
"rnf141","RNF141","RNF141"
"Irag1","IRAG1","IRAG1"
"Ctr9","CTR9","CTR9"
"Eif4g2","EIF4G2","EIF4G2"
"Galnt18","GALNT18","GALNT18"
"Usp47","USP47","USP47"
"Dkk3","DKK3","DKK3"
"Mical2","MICAL2","MICAL2"
"Parva","PARVA","PARVA"
"Tead1","TEAD1","TEAD1"
"Rassf10","RASSF10","RASSF10"
"Btbd10","BTBD10","BTBD10"
"Far1","FAR1","FAR1"
"Spon1","SPON1","SPON1"
"Rras2","RRAS2","RRAS2"
"Copb1","COPB1","COPB1"
"Psma1","PSMA1","PSMA1"
"Pde3b","PDE3B","PDE3B"
"Cyp2r1","CYP2R1","CYP2R1"
"Calca","CALCA","CALCA"
"Insc","INSC","INSC"
"Sox6","SOX6","SOX6"
"Plekha7","PLEKHA7","PLEKHA7"
"Rps13","RPS13","RPS13"
"Pik3c2a","PIK3C2A","PIK3C2A"
"Nucb2","NUCB2","NUCB2"
"Xylt1","XYLT1","XYLT1"
"Rps15a","RPS15A","RPS15A"
"Arl6ip1","ARL6IP1","ARL6IP1"
"Smg1","SMG1","SMG1"
"Syt17","SYT17","SYT17"
"Itpripl2","ITPRIPL2","ITPRIPL2"
"Coq7","COQ7","COQ7"
"Tmc7","TMC7","TMC7"
"Tmc5","TMC5","TMC5"
"Gde1","GDE1","GDE1"
"Ccp110","CCP110","CCP110"
"Vps35l","VPS35L","VPS35L"
"Knop1","KNOP1","KNOP1"
"Iqck","IQCK","IQCK"
"Gprc5b","GPRC5B","GPRC5B"
"Gp2","GP2","GP2"
"Umod","UMOD","UMOD"
"Pdilt","PDILT","PDILT"
"Acsm5","ACSM5","ACSM5"
"Thumpd1","THUMPD1","THUMPD1"
"Acsm3","ACSM3","ACSM3"
"Eri2","ERI2","ERI2"
"Rexo5","REXO5","REXO5"
"Dcun1d3","DCUN1D3","DCUN1D3"
"Lyrm1","LYRM1","LYRM1"
"Dnah3","DNAH3","DNAH3"
"Anks4b","ANKS4B","ANKS4B"
"Crym","CRYM","CRYM"
"Uqcrc2","UQCRC2","UQCRC2"
"Pdzd9","PDZD9","PDZD9"
"Mosmo","MOSMO","MOSMO"
"Vwa3a","VWA3A","VWA3A"
"Sdr42e2","SDR42E2","SDR42E2"
"Eef2k","EEF2K","EEF2K"
"Polr3e","POLR3E","POLR3E"
"Cdr2","CDR2","CDR2"
"Mettl9","METTL9","METTL9"
"Igsf6","IGSF6","IGSF6"
"Otoa","OTOA","OTOA"
"Hs3st2","HS3ST2","HS3ST2"
"Usp31","USP31","USP31"
"Scnn1g","SCNN1G","SCNN1G"
"Cog7","COG7","COG7"
"Gga2","GGA2","GGA2"
"Ears2","EARS2","EARS2"
"Ubfd1","UBFD1","UBFD1"
"Ndufab1","NDUFAB1","NDUFAB1"
"Palb2","PALB2","PALB2"
"Dctn5","DCTN5","DCTN5"
"Plk1","PLK1","PLK1"
"Chp2","CHP2","CHP2"
"Prkcb","PRKCB","PRKCB"
"Cacng3","CACNG3","CACNG3"
"Rbbp6","RBBP6","RBBP6"
"Tnrc6a","TNRC6A","TNRC6A"
"Slc5a11","SLC5A11","SLC5A11"
"Arhgap17","ARHGAP17","ARHGAP17"
"Lcmt1","LCMT1","LCMT1"
"Aqp8","AQP8",NA
"Zkscan2","ZKSCAN2","ZKSCAN2"
"Hs3st4","HS3ST4","HS3ST4"
"Kdm8","KDM8","KDM8"
"Nsmce1","NSMCE1","NSMCE1"
"Il4r","IL4R","IL4R"
"Il21r","IL21R","IL21R"
"Gtf3c1","GTF3C1","GTF3C1"
"Katnip","KATNIP","KATNIP"
"Gsg1l","GSG1L","GSG1L"
"Xpo6","XPO6","XPO6"
"Sbk1","SBK1","SBK1"
"Lat","LAT","LAT"
"Spns1","SPNS1","SPNS1"
"Nfatc2ip","NFATC2IP","NFATC2IP"
"Cd19","CD19",NA
"Rabep2","RABEP2","RABEP2"
"Atp2a1","ATP2A1","ATP2A1"
"Sh2b1","SH2B1","SH2B1"
"Tufm","TUFM","TUFM"
"Atxn2l","ATXN2L","ATXN2L"
"Cln3","CLN3","CLN3"
"Apobr","APOBR","APOBR"
"Il27","IL27","IL27"
"Sgf29","SGF29","SGF29"
"Coro1a","CORO1A","CORO1A"
"Mapk3","MAPK3","MAPK3"
"Gdpd3","GDPD3","GDPD3"
"Ypel3","YPEL3","YPEL3"
"Tbx6","TBX6","TBX6"
"Ppp4c","PPP4C","PPP4C"
"Tlcd3b","TLCD3B","TLCD3B"
"Doc2a","DOC2A","DOC2A"
"Ino80e","INO80E","INO80E"
"Hirip3","HIRIP3","HIRIP3"
"Taok2","TAOK2","TAOK2"
"Tmem219","TMEM219","TMEM219"
"Kctd13","KCTD13","KCTD13"
"Asphd1","ASPHD1","ASPHD1"
"Sez6l2","SEZ6L2","SEZ6L2"
"Cdipt","CDIPT","CDIPT"
"Mvp","MVP","MVP"
"Prrt2","PRRT2","PRRT2"
"Maz","MAZ","MAZ"
"Kif22","KIF22","KIF22"
"Zg16","ZG16","ZG16"
"Qprt","QPRT","QPRT"
"Cd2bp2","CD2BP2","CD2BP2"
"Tbc1d10b","TBC1D10B","TBC1D10B"
"Septin1","SEPTIN1","SEPTIN1"
"Znf48","ZNF48","ZNF48"
"Zfp771","ZNF771","ZNF771"
"Dctpp1","DCTPP1","DCTPP1"
"Sephs2","SEPHS2","SEPHS2"
"Itgal","ITGAL","ITGAL"
"Znf768","ZNF768","ZNF768"
"LOC102554302","ZNF688","ZNF688"
"Prr14","PRR14","PRR14"
"Fbrs","FBRS","FBRS"
"Srcap","SRCAP","SRCAP"
"Phkg2","PHKG2","PHKG2"
"Rnf40","RNF40","RNF40"
"Bcl7c","BCL7C","BCL7C"
"Ctf1","CTF1","CTF1"
"Fbxl19","FBXL19","FBXL19"
"Orai3","ORAI3","ORAI3"
"Setd1a","SETD1A","SETD1A"
"Hsd3b7","HSD3B7","HSD3B7"
"Stx1b","STX1B","STX1B"
"Stx4","STX4","STX4"
"Zfp668","ZNF668","ZNF668"
"Zfp646","ZNF646","ZNF646"
"Prss53","PRSS53","PRSS53"
"Vkorc1","VKORC1","VKORC1"
"Prss8","PRSS8","PRSS8"
"Prss36","PRSS36","PRSS36"
"Pycard","PYCARD","PYCARD"
"Trim72","TRIM72","TRIM72"
"Itgax","ITGAX","ITGAX"
"Cox6a2","COX6A2","COX6A2"
"Armc5","ARMC5","ARMC5"
"Tgfb1i1","TGFB1I1","TGFB1I1"
"Rusf1","RUSF1","RUSF1"
"Ahsp","AHSP","AHSP"
"Rgs10","RGS10","RGS10"
"Tial1","TIAL1","TIAL1"
"Bag3","BAG3","BAG3"
"Inpp5f","INPP5F","INPP5F"
"Mcmbp","MCMBP","MCMBP"
"Sec23ip","SEC23IP","SEC23IP"
"Plpp4","PLPP4","PLPP4"
"Wdr11","WDR11","WDR11"
"Fgfr2","FGFR2","FGFR2"
"Ate1","ATE1","ATE1"
"Nsmce4a","NSMCE4A","NSMCE4A"
"Tacc2","TACC2","TACC2"
"Btbd16","BTBD16","BTBD16"
"Plekha1","PLEKHA1","PLEKHA1"
"Htra1","HTRA1","HTRA1"
"Cuzd1","CUZD1","CUZD1"
"Pstk","PSTK","PSTK"
"Ikzf5","IKZF5","IKZF5"
"Acadsb","ACADSB","ACADSB"
"Bub3","BUB3","BUB3"
"Gpr26","GPR26","GPR26"
"Cpxm2","CPXM2","CPXM2"
"Chst15","CHST15","CHST15"
"Oat","OAT","OAT"
"Lhpp","LHPP","LHPP"
"Abraxas2","ABRAXAS2","ABRAXAS2"
"Zranb1","ZRANB1","ZRANB1"
"Ctbp2","CTBP2","CTBP2"
"Edrf1","EDRF1","EDRF1"
"Uros","UROS","UROS"
"Bccip","BCCIP","BCCIP"
"Dhx32","DHX32","DHX32"
"Fank1","FANK1","FANK1"
"Adam12","ADAM12","ADAM12"
"LOC100302465","C10orf90","C10orf90"
"Insyn2a","INSYN2A","INSYN2A"
"Ptpre","PTPRE","PTPRE"
"Mki67","MKI67","MKI67"
"Mgmt","MGMT","MGMT"
"Ebf3","EBF3","EBF3"
"Glrx3","GLRX3","GLRX3"
"Tcerg1l","TCERG1L","TCERG1L"
"Ppp2r2d","PPP2R2D","PPP2R2D"
"Bnip3","BNIP3","BNIP3"
"Jakmip3","JAKMIP3","JAKMIP3"
"Dpysl4","DPYSL4","DPYSL4"
"Stk32c","STK32C","STK32C"
"Lrrc27","LRRC27","LRRC27"
"Pwwp2b","PWWP2B","PWWP2B"
"Inpp5a","INPP5A","INPP5A"
"Nkx6-2","NKX6-2","NKX6-2"
"Cfap46","CFAP46","CFAP46"
"Adgra1","ADGRA1","ADGRA1"
"Kndc1","KNDC1","KNDC1"
"Adam8","ADAM8","ADAM8"
"Tubgcp2","TUBGCP2","TUBGCP2"
"Zfp511","ZNF511","ZNF511"
"Caly","CALY","CALY"
"Prap1","PRAP1","PRAP1"
"Fuom","FUOM","FUOM"
"Echs1","ECHS1","ECHS1"
"Paox","PAOX","PAOX"
"Mtg1","MTG1","MTG1"
"Sprn","SPRN","SPRN"
"Cyp2e1","CYP2E1","CYP2E1"
"Syce1","SYCE1","SYCE1"
"Bet1l","BET1L","BET1L"
"Ric8a","RIC8A","RIC8A"
"Sirt3","SIRT3","SIRT3"
"Psmd13","PSMD13","PSMD13"
"Nlrp6","NLRP6",NA
"Pgghg","PGGHG","PGGHG"
"Ifitm5","IFITM5","IFITM5"
"B4galnt4","B4GALNT4","B4GALNT4"
"Pkp3","PKP3","PKP3"
"Sigirr","SIGIRR","SIGIRR"
"Ano9","ANO9",NA
"Ptdss2","PTDSS2","PTDSS2"
"Rnh1","RNH1","RNH1"
"Lrrc56","LRRC56","LRRC56"
"Lmntd2","LMNTD2","LMNTD2"
"Rassf7","RASSF7","RASSF7"
"Phrf1","PHRF1","PHRF1"
"Irf7","IRF7","IRF7"
"Cdhr5","CDHR5","CDHR5"
"Sct","SCT","SCT"
"Drd4","DRD4","DRD4"
"Deaf1","DEAF1","DEAF1"
"Tmem80","TMEM80","TMEM80"
"Eps8l2","EPS8L2","EPS8L2"
"Taldo1","TALDO1","TALDO1"
"Gatd1","GATD1","GATD1"
"Cend1","CEND1","CEND1"
"Slc25a22","SLC25A22","SLC25A22"
"Pidd1","PIDD1","PIDD1"
"Pnpla2","PNPLA2","PNPLA2"
"Cracr2b","CRACR2B","CRACR2B"
"Cd151","CD151","CD151"
"Tspan4","TSPAN4","TSPAN4"
"Chid1","CHID1","CHID1"
"Ap2a2","AP2A2","AP2A2"
"Muc6","MUC6",NA
"Tollip","TOLLIP","TOLLIP"
"Brsk2","BRSK2","BRSK2"
"Mob2","MOB2","MOB2"
"Dusp8","DUSP8","DUSP8"
"Ifitm10","IFITM10","IFITM10"
"Ctsd","CTSD","CTSD"
"Syt8","SYT8","SYT8"
"Tnni2","TNNI2","TNNI2"
"Lsp1","LSP1","LSP1"
"Tnnt3","TNNT3","TNNT3"
"Mrpl23","MRPL23","MRPL23"
"Igf2","IGF2","IGF2"
"Th","TH","TH"
"Ascl2","ASCL2","ASCL2"
"Tspan32","TSPAN32","TSPAN32"
"Cd81","CD81","CD81"
"Tssc4","TSSC4","TSSC4"
"Trpm5","TRPM5","TRPM5"
"Kcnq1","KCNQ1","KCNQ1"
"Cdkn1c","CDKN1C","CDKN1C"
"Slc22a18","SLC22A18","SLC22A18"
"Phlda2","PHLDA2","PHLDA2"
"Nap1l4","NAP1L4","NAP1L4"
"Cars","CARS1","CARS1"
"Osbpl5","OSBPL5","OSBPL5"
"Mrgpre","MRGPRE","MRGPRE"
"Nadsyn1","NADSYN1","NADSYN1"
"Dhcr7","DHCR7","DHCR7"
"Shank2","SHANK2","SHANK2"
"Cttn","CTTN","CTTN"
"Ppfia1","PPFIA1","PPFIA1"
"Ano1","ANO1","ANO1"
"Lto1","LTO1","LTO1"
"Ccnd1","CCND1","CCND1"
"Tpcn2","TPCN2","TPCN2"
"Mrgprf","MRGPRF","MRGPRF"
"Ighmbp2","IGHMBP2","IGHMBP2"
"Mrpl21","MRPL21","MRPL21"
"Cpt1a","CPT1A","CPT1A"
"Tesmin","TESMIN","TESMIN"
"Gal","GAL","GAL"
"Ppp6r3","PPP6R3","PPP6R3"
"Lrp5","LRP5","LRP5"
"RGD1311946","C11orf24","C11orf24"
"Kmt5b","KMT5B","KMT5B"
"Chka","CHKA","CHKA"
"Tcirg1","TCIRG1","TCIRG1"
"Ndufs8","NDUFS8","NDUFS8"
"Aldh3b1","ALDH3B1","ALDH3B1"
"Unc93b1","UNC93B1","UNC93B1"
"Acy3","ACY3","ACY3"
"Ndufv1","NDUFV1","NDUFV1"
"Gstp1","GSTP1","GSTP1"
"Cabp2","CABP2","CABP2"
"Cdk2ap2","CDK2AP2","CDK2AP2"
"Pitpnm1","PITPNM1","PITPNM1"
"Aip","AIP","AIP"
"Tmem134","TMEM134","TMEM134"
"Cabp4","CABP4","CABP4"
"Coro1b","CORO1B","CORO1B"
"Ptprcap","PTPRCAP","PTPRCAP"
"Rps6kb2","RPS6KB2","RPS6KB2"
"Carns1","CARNS1","CARNS1"
"Tbc1d10c","TBC1D10C","TBC1D10C"
"Ppp1ca","PPP1CA","PPP1CA"
"Rad9a","RAD9A","RAD9A"
"Clcf1","CLCF1","CLCF1"
"Pold4","POLD4","POLD4"
"Ssh3","SSH3","SSH3"
"Ankrd13d","ANKRD13D","ANKRD13D"
"Grk2","GRK2","GRK2"
"Kdm2a","KDM2A","KDM2A"
"Rhod","RHOD","RHOD"
"Syt12","SYT12","SYT12"
"LOC689065","C11orf86","C11orf86"
"Pc","PC","PC"
"Lrfn4","LRFN4","LRFN4"
"Rce1","RCE1","RCE1"
"Sptbn2","SPTBN2","SPTBN2"
"Rbm4b","RBM4B","RBM4B"
"Rbm14","RBM14","RBM14"
"Ccs","CCS","CCS"
"Ctsf","CTSF","CTSF"
"Actn3","ACTN3","ACTN3"
"Zdhhc24","ZDHHC24","ZDHHC24"
"Bbs1","BBS1","BBS1"
"Dpp3","DPP3","DPP3"
"Peli3","PELI3","PELI3"
"mrpl11","MRPL11","MRPL11"
"Npas4","NPAS4","NPAS4"
"Slc29a2","SLC29A2","SLC29A2"
"B4gat1","B4GAT1","B4GAT1"
"Brms1","BRMS1","BRMS1"
"Rin1","RIN1","RIN1"
"Cd248","CD248","CD248"
"Tmem151a","TMEM151A","TMEM151A"
"Yif1a","YIF1A","YIF1A"
"Cnih2","CNIH2","CNIH2"
"Rab1b","RAB1B","RAB1B"
"Klc2","KLC2","KLC2"
"Pacs1","PACS1","PACS1"
"Sf3b2","SF3B2","SF3B2"
"Gal3st3","GAL3ST3","GAL3ST3"
"Cst6","CST6","CST6"
"Banf1","BANF1","BANF1"
"Eif1ad","EIF1AD","EIF1AD"
"Sart1","SART1","SART1"
"Tsga10ip","TSGA10IP","TSGA10IP"
"Drap1","DRAP1","DRAP1"
"Bles03","C11orf68","C11orf68"
"Fosl1","FOSL1","FOSL1"
"Fibp","FIBP","FIBP"
"Ctsw","CTSW","CTSW"
"Efemp2","EFEMP2","EFEMP2"
"Mus81","MUS81","MUS81"
"Cfl1","CFL1","CFL1"
"Snx32","SNX32","SNX32"
"LOC102551929","NSMCE3","NSMCE3"
"Ovol1","OVOL1","OVOL1"
"Ap5b1","AP5B1","AP5B1"
"Rnaseh2c","RNASEH2C","RNASEH2C"
"Kat5","KAT5","KAT5"
"Rela","RELA","RELA"
"Sipa1","SIPA1","SIPA1"
"Pcnx3","PCNX3","PCNX3"
"Map3k11","MAP3K11","MAP3K11"
"Kcnk7","KCNK7","KCNK7"
"Ehbp1l1","EHBP1L1","EHBP1L1"
"Fam89b","FAM89B","FAM89B"
"Znrd2","ZNRD2","ZNRD2"
"Ltbp3","LTBP3","LTBP3"
"Scyl1","SCYL1","SCYL1"
"Frmd8","FRMD8","FRMD8"
"Slc25a45","SLC25A45","SLC25A45"
"Tigd3","TIGD3","TIGD3"
"Dpf2","DPF2","DPF2"
"Cdc42ep2","CDC42EP2","CDC42EP2"
"Pola2","POLA2","POLA2"
"Capn1","CAPN1","CAPN1"
"Syvn1","SYVN1","SYVN1"
"Mrpl49","MRPL49","MRPL49"
"Znhit2","ZNHIT2","ZNHIT2"
"Tm7sf2","TM7SF2","TM7SF2"
"Vps51","VPS51","VPS51"
"Zfpl1","ZFPL1","ZFPL1"
"Cdca5","CDCA5","CDCA5"
"Naaladl1","NAALADL1","NAALADL1"
"Sac3d1","SAC3D1","SAC3D1"
"Snx15","SNX15","SNX15"
"Arl2","ARL2","ARL2"
"Batf2","BATF2","BATF2"
"Majin","MAJIN",NA
"Gpha2","GPHA2","GPHA2"
"Ppp2r5b","PPP2R5B","PPP2R5B"
"Atg2a","ATG2A","ATG2A"
"Ehd1","EHD1","EHD1"
"Cdc42bpg","CDC42BPG","CDC42BPG"
"Men1","MEN1","MEN1"
"Map4k2","MAP4K2","MAP4K2"
"Sf1","SF1","SF1"
"Pygm","PYGM","PYGM"
"Rasgrp2","RASGRP2","RASGRP2"
"Nrxn2","NRXN2","NRXN2"
"Slc22a12","SLC22A12","SLC22A12"
"Rps6ka4","RPS6KA4","RPS6KA4"
"Ccdc88b","CCDC88B","CCDC88B"
"Prdx5","PRDX5","PRDX5"
"Esrra","ESRRA","ESRRA"
"Kcnk4","KCNK4","KCNK4"
"Gpr137","GPR137","GPR137"
"Bad","BAD","BAD"
"Plcb3","PLCB3","PLCB3"
"Vegfb","VEGFB","VEGFB"
"Dnajc4","DNAJC4","DNAJC4"
"Nudt22","NUDT22","NUDT22"
"Trpt1","TRPT1","TRPT1"
"Fermt3","FERMT3","FERMT3"
"Stip1","STIP1","STIP1"
"Macrod1","MACROD1","MACROD1"
"Flrt1","FLRT1","FLRT1"
